desconto,seed,hi,hj,freq_hj,hor_m_fim,pop_fim,fixou
0.96,4,5,6,0.6399,5.6399,246.4,misto
0.96,5,5,6,0.5518,5.5518,297.9,misto
0.96,6,5,6,0.5429,5.5429,324.2,misto
0.96,7,5,6,0.5917,5.5917,310.4,misto
0.96,8,5,6,0.6914,5.6914,267.9,misto
0.96,1,6,7,0.5701,6.5701,221.5,misto
0.96,2,6,7,0.4810,6.4810,266.6,misto
0.96,3,6,7,0.4771,6.4771,320.4,misto
0.96,4,6,7,0.6484,6.6484,242.3,misto
0.96,5,6,7,0.5190,6.5190,289.3,misto
0.96,6,6,7,0.4250,6.4250,321.5,misto
0.96,7,6,7,0.6466,6.6466,307.8,misto
0.96,8,6,7,0.6610,6.6610,267.4,misto
0.96,1,7,12,0.2259,8.1297,220.2,misto
0.96,2,7,12,0.3138,8.5692,266.8,misto
0.96,3,7,12,0.2293,8.1463,316.6,misto
0.96,4,7,12,0.2569,8.2846,241.2,misto
0.96,5,7,12,0.2649,8.3243,288.0,misto
0.96,6,7,12,0.3965,8.9825,318.1,misto
0.96,7,7,12,0.3281,8.6405,311.2,misto
0.96,8,7,12,0.3588,8.7938,264.5,misto
0.96,1,7,8,0.4405,7.4405,218.3,misto
0.96,2,7,8,0.4621,7.4621,271.0,misto
0.96,3,7,8,0.4564,7.4564,316.6,misto
0.96,4,7,8,0.3909,7.3909,241.9,misto
0.96,5,7,8,0.4080,7.4080,291.5,misto
0.96,6,7,8,0.4411,7.4411,320.2,misto
0.96,7,7,8,0.4958,7.4958,308.0,misto
0.96,8,7,8,0.5602,7.5602,268.4,misto
0.96,1,8,9,0.3721,8.3721,217.3,misto
0.96,2,8,9,0.4166,8.4166,262.4,misto
0.96,3,8,9,0.3103,8.3103,320.6,misto
0.96,4,8,9,0.4139,8.4139,238.0,misto
0.96,5,8,9,0.3870,8.3870,296.3,misto
0.96,6,8,9,0.4140,8.4140,322.6,misto
0.96,7,8,9,0.4892,8.4892,308.4,misto
0.96,8,8,9,0.4504,8.4504,264.0,misto
0.96,1,9,10,0.2453,9.2453,217.8,misto
0.96,2,9,10,0.2931,9.2931,263.7,misto
0.96,3,9,10,0.2425,9.2425,316.3,misto
0.96,4,9,10,0.1942,9.1942,238.9,misto
0.96,5,9,10,0.3357,9.3357,287.4,misto
0.96,6,9,10,0.3462,9.3462,318.8,misto
0.96,7,9,10,0.3283,9.3283,305.9,misto
0.96,8,9,10,0.3323,9.3323,261.1,misto
0.96,1,9,12,0.0904,9.2711,217.3,misto
0.96,2,9,12,0.2076,9.6227,263.7,misto
0.96,3,9,12,0.0676,9.2028,319.4,misto
0.96,4,9,12,0.1348,9.4045,237.2,misto
0.96,5,9,12,0.1679,9.5038,289.3,misto
0.96,6,9,12,0.1704,9.5112,317.2,misto
0.96,7,9,12,0.1753,9.5260,307.0,misto
0.96,8,9,12,0.2377,9.7130,261.2,misto
