cond,seed,ticks,pop_fim,mod_med,mod_max,ag_med,ag_max,mo_med,mo_max,phi_med,phi_max,rel_med,rel_max,ac_med,ac_max,ac_ini,ac_fim,ag_ini,ag_fim,hor_ini,hor_fim,hon_fim,blef_fim,ag_pares,ag_dif,ag_dif_f32so,ag_dif_dblso
pv0,9,87,1,0.000000,0.000000,0.000000,0.367000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,4.232382,-1,-1,-1,2157,0,0,0
pv0,10,61,1,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,7.352690,-1,-1,-1,2048,0,0,0
pv0,11,75,1,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,8.499964,-1,-1,-1,2014,0,0,0
pv0,12,60,1,0.000000,0.000000,0.000000,0.317000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.454585,-1,-1,-1,1943,0,0,0
pv0,13,100,1,0.000000,0.000000,0.000000,0.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.189037,-1,-1,-1,2088,0,0,0
pv0,14,51,1,0.000000,0.000000,0.000000,0.467000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,6.238594,-1,-1,-1,1942,0,0,0
pv0,15,78,1,0.000000,0.000000,0.000000,0.417000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.802864,-1,-1,-1,2123,0,0,0
pv0,16,59,1,0.000000,0.000000,0.000000,0.233000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,7.257400,-1,-1,-1,1861,0,0,0
pv0,17,69,1,0.000000,0.000000,0.000000,0.383000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.775340,-1,-1,-1,2141,0,0,0
pv0,18,53,1,0.000000,0.000000,0.000000,0.400000,0.000000,0.017000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,7.796735,-1,-1,-1,1943,0,0,0
pv0,19,78,1,0.000000,0.000000,0.000000,0.333000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,3.660034,-1,-1,-1,1989,0,0,0
pv0,20,86,1,0.000000,0.000000,0.000000,0.383000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.315687,-1,-1,-1,2149,0,0,0
pv0,21,79,1,0.000000,0.000000,0.000000,0.317000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,4.724400,-1,-1,-1,2228,0,0,0
pv0,22,54,1,0.000000,0.000000,0.000000,0.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,7.395829,-1,-1,-1,2019,0,0,0
pv0,23,81,1,0.000000,0.000000,0.000000,0.483000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,7.650855,-1,-1,-1,2501,0,0,0
pv0,24,61,2,0.000000,0.000000,0.000000,0.333000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.672976,-1,-1,-1,2163,0,0,0
pv0,25,70,1,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,7.394000,-1,-1,-1,2185,0,0,0
pv0,26,75,1,0.000000,0.000000,0.000000,0.367000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,7.257821,-1,-1,-1,1966,0,0,0
pv0,27,84,1,0.000000,0.000000,0.000000,0.417000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.175785,-1,-1,-1,2119,0,0,0
pv0,28,84,1,0.000000,0.000000,0.000000,0.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,6.005323,-1,-1,-1,2085,0,0,0
pv0,29,78,1,0.000000,0.000000,0.000000,0.233000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.439492,-1,-1,-1,2190,0,0,0
pv0,30,70,1,0.000000,0.000000,0.000500,0.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000490,-1,7.572235,-1,-1,-1,2148,0,0,0
pv0,31,99,1,0.000000,0.000000,0.000000,0.433000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.017800,-1,-1,-1,2106,0,0,0
pv0,32,60,1,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,7.947976,-1,-1,-1,2014,0,0,0
pv0,33,83,1,0.000000,0.000000,0.000000,0.383000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,4.212969,-1,-1,-1,2237,0,0,0
pv0,34,115,1,0.000000,0.000000,0.000000,0.367000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,6.609198,-1,-1,-1,1985,0,0,0
pv0,35,63,1,0.000000,0.000000,0.000000,0.283000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.604023,-1,-1,-1,2148,0,0,0
pv0,36,61,1,0.000000,0.000000,0.000000,0.433000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,7.445690,-1,-1,-1,1903,0,0,0
pv0,37,120,1,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,6.147050,-1,-1,-1,2265,0,0,0
pv0,38,87,1,0.000000,0.000000,0.000000,0.383000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,6.835750,-1,-1,-1,2184,0,0,0
pv0,39,77,1,0.000000,0.000000,0.000000,0.383000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.518362,-1,-1,-1,1997,0,0,0
pv0,40,65,1,0.000000,0.000000,0.000000,0.133000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,6.275457,-1,-1,-1,2022,0,0,0
pv0,41,83,1,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,7.572750,-1,-1,-1,2106,0,0,0
pv0,42,121,1,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,9.219275,-1,-1,-1,2272,0,0,0
pv0,43,65,1,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.502283,-1,-1,-1,2136,0,0,0
pv0,44,68,1,0.000000,0.000000,0.000000,0.400000,0.000000,0.017000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,6.851878,-1,-1,-1,2064,0,0,0
pv0,45,59,1,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,6.871450,-1,-1,-1,1974,0,0,0
pv0,46,76,1,0.000000,0.000000,0.000000,0.467000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,5.627105,-1,-1,-1,2052,0,0,0
pv0,47,53,1,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,6.072824,-1,-1,-1,1924,0,0,0
pv0,48,90,1,0.000000,0.000000,0.000000,0.367000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,7.267549,-1,-1,-1,2183,0,0,0
pv0,49,51,1,0.000000,0.000000,0.000000,0.417000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,6.529750,-1,-1,-1,2052,0,0,0
pv0,50,82,1,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0.000000,-1,6.865127,-1,-1,-1,2345,0,0,0
esp0,1,2999,221,0.688842,1.000000,0.000000,0.000000,0.374408,0.498000,0.000000,0.000000,0.541947,0.715000,0.227647,0.383000,0.234057,0.222687,0.000000,0.000000,6.931438,5.497600,0.792557,0.136833,669650,0,0,0
esp0,2,2999,272,0.703796,0.978000,0.000000,0.000000,0.425801,0.545000,0.000000,0.000000,0.520462,0.668000,0.218592,0.483000,0.228445,0.217873,0.000000,0.000000,6.668409,5.299060,0.755147,0.170717,808090,0,0,0
esp0,3,2999,327,0.706728,1.000000,0.000000,0.000000,0.415269,0.542000,0.000000,0.000000,0.534771,0.666000,0.203685,0.417000,0.214598,0.200513,0.000000,0.000000,6.003310,4.493247,0.805413,0.137270,971800,0,0,0
esp0,4,2999,246,0.682002,1.000000,0.000000,0.000000,0.396345,0.508000,0.000000,0.000000,0.545527,0.701000,0.223298,0.367000,0.235249,0.221457,0.000000,0.000000,6.937726,5.706850,0.815127,0.141187,738698,0,0,0
esp0,5,2999,295,0.681555,0.960000,0.000000,0.000000,0.439649,0.546000,0.000000,0.000000,0.540880,0.680000,0.223642,0.500000,0.228687,0.215820,0.000000,0.000000,6.180680,4.825840,0.780007,0.168553,891407,0,0,0
esp0,6,2999,335,0.709192,0.971000,0.000000,0.000000,0.471287,0.579000,0.000000,0.000000,0.525371,0.656000,0.196865,0.600000,0.198758,0.195777,0.000000,0.000000,6.139783,5.445293,0.738077,0.195117,978917,0,0,0
esp0,7,2999,320,0.698958,1.000000,0.000000,0.000000,0.452062,0.577000,0.000000,0.000000,0.521314,0.658000,0.209907,0.583000,0.219210,0.203400,0.000000,0.000000,7.178651,5.578767,0.733530,0.184483,946081,0,0,0
esp0,8,2999,277,0.694054,1.000000,0.000000,0.000000,0.443743,0.576000,0.000000,0.000000,0.543286,0.689000,0.215537,0.433000,0.217192,0.214040,0.000000,0.000000,6.119673,5.645613,0.771713,0.164083,809906,0,0,0
esp0,9,2999,345,0.702080,1.000000,0.000000,0.000000,0.508339,0.602000,0.000000,0.000000,0.530367,0.659000,0.214370,0.633000,0.219626,0.208877,0.000000,0.000000,6.368374,5.533557,0.798290,0.158513,1050869,0,0,0
esp0,10,2999,284,0.701753,0.967000,0.000000,0.000000,0.416681,0.522000,0.000000,0.000000,0.533609,0.686000,0.215282,0.433000,0.216715,0.212900,0.000000,0.000000,6.683808,5.284643,0.764510,0.166443,846220,0,0,0
esp0,11,2999,309,0.695949,1.000000,0.000000,0.000000,0.413151,0.539000,0.000000,0.000000,0.537749,0.671000,0.209484,0.417000,0.224826,0.204480,0.000000,0.000000,6.756075,4.457110,0.796823,0.141423,923302,0,0,0
esp0,12,2999,302,0.702934,1.000000,0.000000,0.000000,0.424953,0.538000,0.000000,0.000000,0.537272,0.658000,0.205964,0.467000,0.212210,0.203640,0.000000,0.000000,5.749171,5.132837,0.802437,0.136017,904610,0,0,0
esp0,13,2999,275,0.696178,1.000000,0.000000,0.000000,0.409433,0.533000,0.000000,0.000000,0.540122,0.667000,0.215187,0.467000,0.231879,0.209770,0.000000,0.000000,6.510142,5.322023,0.827287,0.109057,816051,0,0,0
esp0,14,2999,213,0.694435,1.000000,0.000000,0.000000,0.324341,0.461000,0.000000,0.000000,0.530521,0.688000,0.210395,0.450000,0.229673,0.209370,0.000000,0.000000,6.470206,5.126710,0.809790,0.136300,640400,0,0,0
esp0,15,2999,332,0.700879,1.000000,0.000000,0.000000,0.449538,0.574000,0.000000,0.000000,0.536206,0.667000,0.202551,0.483000,0.211819,0.199793,0.000000,0.000000,6.312121,5.200037,0.791197,0.136440,988502,0,0,0
esp0,16,2999,239,0.690911,1.000000,0.000000,0.000000,0.360711,0.488000,0.000000,0.000000,0.544087,0.718000,0.212517,0.450000,0.220431,0.208157,0.000000,0.000000,6.079445,4.788747,0.819360,0.115753,724634,0,0,0
esp0,17,2999,309,0.692620,1.000000,0.000000,0.000000,0.441411,0.550000,0.000000,0.000000,0.532560,0.674000,0.213574,0.583000,0.226918,0.207540,0.000000,0.000000,6.729381,5.748603,0.786347,0.141703,933774,0,0,0
esp0,18,2999,284,0.699421,0.960000,0.000000,0.000000,0.380376,0.498000,0.000000,0.000000,0.536494,0.680000,0.211618,0.400000,0.224452,0.205117,0.000000,0.000000,6.272658,4.909207,0.828583,0.123107,839075,0,0,0
esp0,19,2999,281,0.683811,1.000000,0.000000,0.000000,0.423360,0.541000,0.000000,0.000000,0.536056,0.672000,0.215905,0.567000,0.225153,0.214267,0.000000,0.000000,6.133698,4.802147,0.829510,0.071470,848591,0,0,0
esp0,20,2999,316,0.711904,1.000000,0.000000,0.000000,0.459338,0.560000,0.000000,0.000000,0.537003,0.679000,0.209081,0.450000,0.213210,0.206493,0.000000,0.000000,6.069544,5.151940,0.806473,0.139073,944237,0,0,0
esp0,21,2999,329,0.699109,1.000000,0.000000,0.000000,0.483610,0.594000,0.000000,0.000000,0.517134,0.633000,0.210313,0.467000,0.194498,0.210613,0.000000,0.000000,6.067737,5.663153,0.721887,0.189413,970686,0,0,0
esp0,22,2999,297,0.705311,1.000000,0.000000,0.000000,0.448848,0.566000,0.000000,0.000000,0.540066,0.679000,0.218250,0.467000,0.214018,0.215947,0.000000,0.000000,6.360196,5.433237,0.793623,0.139533,865046,0,0,0
esp0,23,2999,308,0.690624,1.000000,0.000000,0.000000,0.435977,0.562000,0.000000,0.000000,0.534979,0.659000,0.217982,0.367000,0.222601,0.216057,0.000000,0.000000,6.690363,6.385920,0.780400,0.158280,910185,0,0,0
esp0,24,2999,325,0.701876,1.000000,0.000000,0.000000,0.469613,0.571000,0.000000,0.000000,0.534096,0.672000,0.211469,0.467000,0.202459,0.217763,0.000000,0.000000,6.043331,5.810287,0.754400,0.176943,965261,0,0,0
esp0,25,2999,323,0.707753,1.000000,0.000000,0.000000,0.478879,0.613000,0.000000,0.000000,0.541631,0.676000,0.211147,0.500000,0.219584,0.206210,0.000000,0.000000,6.739363,5.355630,0.810710,0.122713,962728,0,0,0
esp0,26,2999,251,0.680422,1.000000,0.000000,0.000000,0.415813,0.540000,0.000000,0.000000,0.545488,0.692000,0.213844,0.400000,0.213466,0.214220,0.000000,0.000000,6.199064,5.224983,0.812270,0.148050,738890,0,0,0
esp0,27,2999,280,0.702694,1.000000,0.000000,0.000000,0.430450,0.556000,0.000000,0.000000,0.546757,0.712000,0.203817,0.450000,0.211758,0.198570,0.000000,0.000000,6.502769,4.518537,0.813977,0.130680,821299,0,0,0
esp0,28,2999,307,0.700330,1.000000,0.000000,0.000000,0.410842,0.521000,0.000000,0.000000,0.528438,0.674000,0.220094,0.350000,0.228231,0.218113,0.000000,0.000000,6.296851,5.347557,0.799853,0.132207,933039,0,0,0
esp0,29,2999,367,0.721007,1.000000,0.000000,0.000000,0.482361,0.599000,0.000000,0.000000,0.518435,0.637000,0.203872,0.417000,0.206402,0.202200,0.000000,0.000000,6.549730,5.774763,0.729300,0.179133,1097665,0,0,0
esp0,30,2999,275,0.705666,1.000000,0.000000,0.000000,0.402298,0.532000,0.000000,0.000000,0.536098,0.692000,0.212065,0.450000,0.221032,0.208660,0.000000,0.000000,6.365790,5.143560,0.763773,0.192097,821206,0,0,0
esp0,31,2999,247,0.684725,1.000000,0.000000,0.000000,0.389792,0.534000,0.000000,0.000000,0.542119,0.671000,0.220889,0.517000,0.243890,0.213817,0.000000,0.000000,6.050391,4.817617,0.791507,0.128840,743679,0,0,0
esp0,32,2999,278,0.697991,1.000000,0.000000,0.000000,0.393207,0.522000,0.000000,0.000000,0.536719,0.685000,0.220983,0.350000,0.227164,0.214710,0.000000,0.000000,6.818060,5.569430,0.801813,0.122033,810358,0,0,0
esp0,33,2999,331,0.701704,1.000000,0.000000,0.000000,0.462241,0.573000,0.000000,0.000000,0.523148,0.665000,0.209675,0.450000,0.194772,0.216800,0.000000,0.000000,5.378466,5.093800,0.691967,0.244903,989570,0,0,0
esp0,34,2999,270,0.696481,1.000000,0.000000,0.000000,0.388896,0.518000,0.000000,0.000000,0.547059,0.689000,0.215160,0.324000,0.218605,0.211893,0.000000,0.000000,6.189189,5.324183,0.812413,0.155440,811814,0,0,0
esp0,35,2999,374,0.702214,1.000000,0.000000,0.000000,0.487348,0.592000,0.000000,0.000000,0.526266,0.631000,0.202361,0.550000,0.209569,0.202163,0.000000,0.000000,6.092498,5.123720,0.768017,0.163880,1101080,0,0,0
esp0,36,2999,211,0.679842,1.000000,0.000000,0.000000,0.339185,0.455000,0.000000,0.000000,0.545014,0.695000,0.219835,0.350000,0.224609,0.213530,0.000000,0.000000,6.279221,5.382090,0.791330,0.153957,627746,0,0,0
esp0,37,2999,361,0.696572,1.000000,0.000000,0.000000,0.498546,0.618000,0.000000,0.000000,0.529637,0.657000,0.212194,0.533000,0.223922,0.210317,0.000000,0.000000,6.837210,5.552193,0.737097,0.183463,1072291,0,0,0
esp0,38,2999,293,0.692493,1.000000,0.000000,0.000000,0.395434,0.503000,0.000000,0.000000,0.531398,0.684000,0.216937,0.400000,0.234192,0.208653,0.000000,0.000000,6.346399,4.993517,0.812420,0.129037,876453,0,0,0
esp0,39,2999,234,0.686782,1.000000,0.000000,0.000000,0.388514,0.523000,0.000000,0.000000,0.546112,0.702000,0.229124,0.450000,0.235456,0.227570,0.000000,0.000000,6.119174,5.494077,0.800850,0.115537,701820,0,0,0
esp0,40,2999,338,0.706617,1.000000,0.000000,0.000000,0.455598,0.564000,0.000000,0.000000,0.522279,0.664000,0.204617,0.417000,0.212498,0.206550,0.000000,0.000000,6.130797,4.761987,0.746753,0.164220,1019517,0,0,0
esp0,41,2999,317,0.707196,1.000000,0.000000,0.000000,0.418067,0.531000,0.000000,0.000000,0.532037,0.657000,0.203778,0.500000,0.212466,0.200723,0.000000,0.000000,6.543089,5.436900,0.788957,0.139283,948693,0,0,0
esp0,42,2999,289,0.700637,0.971000,0.000000,0.000000,0.451032,0.586000,0.000000,0.000000,0.537573,0.693000,0.210706,0.500000,0.209477,0.209153,0.000000,0.000000,6.150000,5.116290,0.743790,0.215573,858811,0,0,0
esp0,43,2999,290,0.699182,1.000000,0.000000,0.000000,0.411094,0.514000,0.000000,0.000000,0.531787,0.657000,0.217508,0.517000,0.238733,0.215033,0.000000,0.000000,6.702847,4.987670,0.787490,0.138550,855304,0,0,0
esp0,44,2999,250,0.688930,1.000000,0.000000,0.000000,0.387975,0.524000,0.000000,0.000000,0.537786,0.681000,0.215334,0.467000,0.232363,0.207743,0.000000,0.000000,7.005655,5.457837,0.777407,0.157363,738922,0,0,0
esp0,45,2999,292,0.699878,0.971000,0.000000,0.000000,0.426315,0.543000,0.000000,0.000000,0.536588,0.682000,0.212292,0.433000,0.218338,0.210720,0.000000,0.000000,6.764836,5.445160,0.777403,0.167353,861874,0,0,0
esp0,46,2999,317,0.692762,1.000000,0.000000,0.000000,0.454989,0.570000,0.000000,0.000000,0.537366,0.671000,0.214949,0.400000,0.213680,0.212380,0.000000,0.000000,6.068292,5.291773,0.785960,0.160153,948172,0,0,0
esp0,47,2999,241,0.680520,1.000000,0.000000,0.000000,0.389808,0.508000,0.000000,0.000000,0.541456,0.681000,0.223118,0.467000,0.227537,0.222410,0.000000,0.000000,6.278395,5.582707,0.763763,0.175527,729828,0,0,0
esp0,48,2999,243,0.696452,0.933000,0.000000,0.000000,0.449215,0.595000,0.000000,0.000000,0.543801,0.678000,0.206341,0.583000,0.213833,0.202053,0.000000,0.000000,6.176310,5.093093,0.783000,0.144443,720169,0,0,0
esp0,49,2999,301,0.703288,1.000000,0.000000,0.000000,0.445205,0.551000,0.000000,0.000000,0.540547,0.668000,0.213538,0.550000,0.212416,0.211260,0.000000,0.000000,6.595523,5.570470,0.793137,0.157887,915547,0,0,0
esp0,50,2999,284,0.704631,0.971000,0.000000,0.000000,0.415987,0.549000,0.000000,0.000000,0.533886,0.698000,0.211101,0.533000,0.218103,0.211747,0.000000,0.000000,6.477843,5.402217,0.785500,0.155770,850750,0,0,0
h1,1,2999,227,0.892918,1.000000,0.227198,0.535000,0.155021,0.325000,0.034136,0.064000,0.496708,0.693000,0.000000,0.000000,0.000000,0.000000,0.400477,0.062127,1.000000,1.000000,0.755733,0.170133,685500,0,0,0
h1,2,2999,272,0.860999,0.993000,0.224603,0.519000,0.211329,0.400000,0.028307,0.062000,0.495158,0.712000,0.000000,0.000000,0.000000,0.000000,0.432544,0.051493,1.000000,1.000000,0.759643,0.153120,824227,0,0,0
h1,3,2999,325,0.873061,1.000000,0.347239,0.566000,0.196731,0.373000,0.044666,0.065000,0.541032,0.710000,0.000000,0.000000,0.000000,0.000000,0.448783,0.155367,1.000000,1.000000,0.824960,0.109150,975724,0,0,0
h1,4,2999,242,0.883107,1.000000,0.160295,0.515000,0.183629,0.327000,0.024357,0.060000,0.467904,0.691000,0.000000,0.000000,0.000000,0.000000,0.392879,0.041407,1.000000,1.000000,0.676767,0.232263,754030,1,1,0
h1,5,2999,301,0.854652,1.000000,0.169822,0.545000,0.258189,0.422000,0.020988,0.059000,0.482297,0.700000,0.000000,0.000000,0.000000,0.000000,0.447811,0.046690,1.000000,1.000000,0.846450,0.102450,904799,0,0,0
h1,6,2999,337,0.834343,1.000000,0.248018,0.568000,0.258498,0.451000,0.027983,0.061000,0.508088,0.673000,0.000000,0.000000,0.000000,0.000000,0.449875,0.061387,1.000000,1.000000,0.768220,0.121197,989544,0,0,0
h1,7,2999,320,0.833903,1.000000,0.219702,0.546000,0.285220,0.471000,0.027447,0.061000,0.499257,0.674000,0.000000,0.000000,0.000000,0.000000,0.449278,0.069457,1.000000,1.000000,0.789000,0.139120,958076,0,0,0
h1,8,2999,278,0.877059,0.997000,0.286088,0.553000,0.180117,0.396000,0.034449,0.062000,0.527110,0.697000,0.000000,0.000000,0.000000,0.000000,0.433875,0.058703,1.000000,1.000000,0.789717,0.128470,825482,1,1,0
h1,9,2999,357,0.829995,1.000000,0.252109,0.578000,0.294107,0.492000,0.030388,0.062000,0.505644,0.708000,0.000000,0.000000,0.000000,0.000000,0.455865,0.057117,1.000000,1.000000,0.788310,0.159967,1064483,0,0,0
h1,10,2999,294,0.864259,0.997000,0.271328,0.545000,0.199351,0.380000,0.030001,0.056000,0.516069,0.714000,0.000000,0.000000,0.000000,0.000000,0.436754,0.059267,1.000000,1.000000,0.669237,0.266140,855205,0,0,0
h1,11,2999,314,0.867001,0.997000,0.265289,0.563000,0.204743,0.401000,0.034033,0.062000,0.512485,0.683000,0.000000,0.000000,0.000000,0.000000,0.452121,0.065220,1.000000,1.000000,0.820517,0.118977,930030,0,0,0
h1,12,2999,306,0.862875,1.000000,0.259809,0.539000,0.190372,0.362000,0.031516,0.061000,0.501889,0.710000,0.000000,0.000000,0.000000,0.000000,0.442018,0.059510,1.000000,1.000000,0.565773,0.297680,912401,1,0,1
h1,13,2999,280,0.894113,0.997000,0.360301,0.544000,0.138484,0.278000,0.045605,0.064000,0.548702,0.695000,0.000000,0.000000,0.000000,0.000000,0.421612,0.232123,1.000000,1.000000,0.676120,0.244793,826527,0,0,0
h1,14,2999,219,0.917319,0.993000,0.213579,0.478000,0.128907,0.288000,0.031456,0.058000,0.502716,0.731000,0.000000,0.000000,0.000000,0.000000,0.369737,0.053693,1.000000,1.000000,0.841237,0.087210,653188,0,0,0
h1,15,2999,331,0.842171,0.997000,0.216969,0.548000,0.270998,0.434000,0.026501,0.059000,0.495626,0.715000,0.000000,0.000000,0.000000,0.000000,0.453039,0.052603,1.000000,1.000000,0.752640,0.186187,998471,0,0,0
h1,16,2999,242,0.917381,1.000000,0.364388,0.510000,0.095919,0.239000,0.042767,0.064000,0.569827,0.721000,0.000000,0.000000,0.000000,0.000000,0.419673,0.239023,1.000000,1.000000,0.676220,0.228013,730936,1,1,0
h1,17,2999,317,0.851373,1.000000,0.223267,0.549000,0.233153,0.411000,0.025302,0.055000,0.494158,0.672000,0.000000,0.000000,0.000000,0.000000,0.440833,0.059010,1.000000,1.000000,0.791927,0.158827,944454,0,0,0
h1,18,2999,293,0.901408,0.997000,0.370694,0.532000,0.125635,0.248000,0.048634,0.066000,0.554069,0.702000,0.000000,0.000000,0.000000,0.000000,0.426057,0.277660,1.000000,1.000000,0.618153,0.305223,845301,0,0,0
h1,19,2999,281,0.864965,1.000000,0.260251,0.556000,0.206745,0.379000,0.033526,0.065000,0.504607,0.740000,0.000000,0.000000,0.000000,0.000000,0.435157,0.057217,1.000000,1.000000,0.741477,0.176877,861605,0,0,0
h1,20,2999,323,0.844414,1.000000,0.212345,0.559000,0.267903,0.450000,0.024794,0.059000,0.498159,0.698000,0.000000,0.000000,0.000000,0.000000,0.456637,0.059437,1.000000,1.000000,0.734313,0.200643,956630,0,0,0
h1,21,2999,327,0.832887,1.000000,0.232360,0.598000,0.270747,0.456000,0.026486,0.061000,0.497287,0.685000,0.000000,0.000000,0.000000,0.000000,0.454566,0.050417,1.000000,1.000000,0.703307,0.194507,984417,0,0,0
h1,22,2999,295,0.875217,0.997000,0.336427,0.546000,0.177351,0.375000,0.039706,0.062000,0.543912,0.689000,0.000000,0.000000,0.000000,0.000000,0.437327,0.091620,1.000000,1.000000,0.605483,0.308360,879393,0,0,0
h1,23,2999,306,0.871091,0.993000,0.339994,0.540000,0.179618,0.379000,0.039394,0.062000,0.539104,0.678000,0.000000,0.000000,0.000000,0.000000,0.438577,0.102040,1.000000,1.000000,0.744840,0.162323,920421,0,0,0
h1,24,2999,324,0.852443,0.997000,0.327849,0.581000,0.209253,0.450000,0.034467,0.059000,0.538037,0.676000,0.000000,0.000000,0.000000,0.000000,0.466733,0.074807,1.000000,1.000000,0.805263,0.126577,974233,0,0,0
h1,25,2999,330,0.848104,0.997000,0.269065,0.545000,0.247267,0.435000,0.029191,0.055000,0.520471,0.703000,0.000000,0.000000,0.000000,0.000000,0.446011,0.070683,1.000000,1.000000,0.794277,0.157543,975724,0,0,0
h1,26,2999,258,0.878668,1.000000,0.202299,0.514000,0.202096,0.368000,0.026161,0.060000,0.500297,0.704000,0.000000,0.000000,0.000000,0.000000,0.406979,0.046860,1.000000,1.000000,0.769620,0.141977,755010,0,0,0
h1,27,2999,284,0.863527,0.993000,0.220021,0.556000,0.211553,0.385000,0.026051,0.057000,0.506461,0.691000,0.000000,0.000000,0.000000,0.000000,0.425698,0.052013,1.000000,1.000000,0.775467,0.144523,833660,0,0,0
