variante,desconto,horizonte,seed,k,n,cens,nP,nA,pred_m,real_m,vies,rmse,corr,fprem,viesP,rmseP,maxabsP,fvies,frmse,fcorr
ere,evol,evol,1234,0,656650,3196,400286,0,0.504743,0.350515,0.154229,0.255045,0.1092,0.6096,0.000000,0.000000,0,-9.000000,-9.000000,-9.0000
ere,evol,evol,1234,1,325789,3891,51845,327734,0.151433,0.347603,-0.196170,0.276680,-0.0684,0.1591,0.000000,0.000000,0,0.000000,0.000000,1.0000
ere,evol,evol,1234,2,196835,3920,18284,198140,0.171911,0.347808,-0.175897,0.257686,-0.0618,0.0929,0.000000,0.000000,0,-0.118824,0.144251,0.7487
ere,evol,evol,1234,3,158347,4172,9133,159388,0.174182,0.350594,-0.176411,0.256698,-0.0591,0.0577,0.000000,0.000000,0,-0.141913,0.199224,0.1786
ere,evol,evol,1234,4,109834,3786,4332,110588,0.174348,0.349122,-0.174774,0.253806,-0.0505,0.0394,0.000000,0.000000,0,-0.148294,0.206091,0.0922
ere,evol,evol,1234,5,90583,3906,2701,91232,0.176766,0.350006,-0.173240,0.251491,-0.0363,0.0298,0.000000,0.000000,0,-0.132350,0.202702,-0.0042
ere,evol,evol,1234,6,86018,4289,1978,86630,0.176723,0.352656,-0.175934,0.253626,-0.0360,0.0230,0.000000,0.000000,0,-0.137644,0.204637,0.0793
ere,evol,evol,1234,7,70060,4005,1355,70560,0.180473,0.352098,-0.171624,0.249759,-0.0375,0.0193,0.000000,0.000000,0,-0.125112,0.197089,0.0513
ere,evol,evol,1234,8,54519,3556,919,54914,0.184739,0.353342,-0.168604,0.246273,-0.0169,0.0169,0.000000,0.000000,0,-0.125410,0.193585,0.1119
ere,evol,evol,1234,9,38157,2951,594,38452,0.185678,0.351916,-0.166238,0.243480,-0.0189,0.0156,0.000000,0.000000,0,-0.119357,0.189756,0.0635
ere,evol,evol,1234,10,27941,2487,367,28167,0.182251,0.357051,-0.174801,0.249722,-0.0018,0.0131,0.000000,0.000000,0,-0.124340,0.191915,0.1052
ere,evol,evol,1234,11,16738,1633,204,16874,0.181390,0.357030,-0.175639,0.252039,-0.0027,0.0122,0.000000,0.000000,0,-0.121494,0.191408,0.0776
ere,evol,evol,42,0,692933,3354,420934,0,0.503825,0.350401,0.153424,0.253142,0.1177,0.6075,0.000000,0.000000,0,-9.000000,-9.000000,-9.0000
ere,evol,evol,42,1,364346,4271,58318,366481,0.153184,0.347361,-0.194177,0.275034,-0.0682,0.1601,0.000000,0.000000,0,0.000000,0.000000,1.0000
ere,evol,evol,42,2,240257,4467,21567,241745,0.166979,0.348330,-0.181351,0.262327,-0.0653,0.0898,0.000000,0.000000,0,-0.116152,0.142442,0.7932
ere,evol,evol,42,3,154185,4106,9031,155211,0.176864,0.346814,-0.169950,0.249800,-0.0436,0.0586,0.000000,0.000000,0,-0.137791,0.194107,0.1707
ere,evol,evol,42,4,133692,4517,5528,134595,0.182057,0.349488,-0.167431,0.247167,-0.0456,0.0413,0.000000,0.000000,0,-0.150168,0.211006,0.2062
ere,evol,evol,42,5,110105,4520,3604,110858,0.186903,0.350555,-0.163652,0.242720,-0.0329,0.0327,0.000000,0.000000,0,-0.117308,0.189161,0.0357
ere,evol,evol,42,6,82639,4139,2171,83230,0.186248,0.348799,-0.162551,0.241130,-0.0400,0.0263,0.000000,0.000000,0,-0.135495,0.198992,0.2206
ere,evol,evol,42,7,67552,3954,1272,68046,0.177908,0.351427,-0.173520,0.250260,-0.0323,0.0188,0.000000,0.000000,0,-0.121374,0.191298,0.0555
ere,evol,evol,42,8,51047,3341,650,51418,0.167876,0.352384,-0.184508,0.258957,-0.0457,0.0127,0.000000,0.000000,0,-0.138555,0.202411,0.1395
ere,evol,evol,42,9,34675,2472,316,34922,0.161541,0.352206,-0.190664,0.263924,-0.0445,0.0091,0.000000,0.000000,0,-0.136361,0.203413,0.0509
ere,evol,evol,42,10,22293,1663,104,22444,0.151215,0.356805,-0.205590,0.275419,-0.0574,0.0047,0.000000,0.000000,0,-0.145571,0.210060,0.0584
ere,evol,evol,42,11,8233,554,20,8279,0.153399,0.346584,-0.193185,0.263753,-0.0472,0.0024,0.000000,0.000000,0,-0.141165,0.206318,-0.0194
ere,evol,evol,7,0,762636,3905,454383,0,0.512241,0.350546,0.161696,0.262669,0.1159,0.5958,0.000000,0.000000,0,-9.000000,-9.000000,-9.0000
ere,evol,evol,7,1,572742,6467,96785,575975,0.136900,0.350256,-0.213356,0.293100,-0.1058,0.1690,0.000000,0.000000,0,0.000000,0.000000,1.0000
ere,evol,evol,7,2,355975,6891,34014,358271,0.150611,0.348952,-0.198341,0.279330,-0.0909,0.0956,0.000000,0.000000,0,-0.104260,0.125142,0.6991
ere,evol,evol,7,3,246738,6722,14529,248417,0.157719,0.348204,-0.190486,0.271389,-0.0847,0.0589,0.000000,0.000000,0,-0.164761,0.208580,0.1242
ere,evol,evol,7,4,210422,7265,8042,211873,0.159984,0.349981,-0.189997,0.270204,-0.0785,0.0382,0.000000,0.000000,0,-0.167584,0.229893,-0.0870
ere,evol,evol,7,5,189060,7888,5081,190373,0.161335,0.351174,-0.189840,0.269506,-0.0745,0.0269,0.000000,0.000000,0,-0.148049,0.221331,-0.1092
ere,evol,evol,7,6,166749,8269,3305,167928,0.161734,0.351629,-0.189894,0.269509,-0.0703,0.0198,0.000000,0.000000,0,-0.141997,0.212712,-0.0064
ere,evol,evol,7,7,146413,8423,2182,147463,0.161568,0.352028,-0.190459,0.269620,-0.0640,0.0149,0.000000,0.000000,0,-0.137126,0.207246,-0.0136
ere,evol,evol,7,8,129855,8508,1538,130798,0.161840,0.354155,-0.192315,0.271237,-0.0618,0.0118,0.000000,0.000000,0,-0.140578,0.208072,0.0012
ere,evol,evol,7,9,96908,7411,943,97647,0.163103,0.353775,-0.190673,0.268646,-0.0582,0.0097,0.000000,0.000000,0,-0.138663,0.207522,-0.0317
ere,evol,evol,7,10,67203,5613,584,67712,0.167522,0.356346,-0.188824,0.266110,-0.0407,0.0087,0.000000,0.000000,0,-0.135315,0.204685,-0.0201
ere,evol,evol,7,11,22211,2209,166,22395,0.168399,0.349838,-0.181439,0.259494,-0.0335,0.0075,0.000000,0.000000,0,-0.131830,0.201019,-0.0303
livre,evol,evol,1,0,557970,249,525047,0,0.281864,0.349677,-0.067813,0.129490,0.6307,0.9410,-0.076701,0.128184,1.4285714030265808,-9.000000,-9.000000,-9.0000
livre,evol,evol,1,1,557503,498,30057,557752,0.115110,0.349633,-0.234523,0.276054,0.0314,0.0539,-0.006608,0.053440,0.66342753171920776,0.080600,0.131454,0.8192
livre,evol,evol,1,2,549923,735,12354,550168,0.104483,0.349644,-0.245160,0.283639,0.0369,0.0225,-0.017936,0.044790,0.62354940176010132,-0.022816,0.083496,0.7899
livre,evol,evol,1,3,539924,952,6975,540162,0.101220,0.349673,-0.248453,0.286371,0.0408,0.0129,-0.021029,0.035663,0.28552883863449097,-0.053658,0.134444,0.4295
livre,evol,evol,1,4,520783,1170,4577,521017,0.100966,0.349718,-0.248752,0.286954,0.0428,0.0088,-0.020814,0.029721,0.15149420499801636,-0.100559,0.169305,0.3699
livre,evol,evol,1,5,498825,1350,3249,499050,0.101710,0.349802,-0.248092,0.286887,0.0407,0.0065,-0.020331,0.026252,0.090652734041213989,-0.093049,0.189216,0.2101
livre,evol,evol,1,6,469368,1491,2388,469581,0.103002,0.349946,-0.246945,0.286517,0.0386,0.0051,-0.019883,0.024308,0.068346992135047913,-0.100850,0.195474,0.2460
livre,evol,evol,1,7,432972,1648,1836,433178,0.105034,0.350071,-0.245036,0.285772,0.0348,0.0042,-0.019427,0.023012,0.061967521905899048,-0.086942,0.196530,0.2247
livre,evol,evol,1,8,397768,1701,1334,397957,0.106611,0.350331,-0.243720,0.285197,0.0328,0.0034,-0.019096,0.022131,0.057303443551063538,-0.093613,0.199047,0.2537
livre,evol,evol,1,9,272512,1230,701,272635,0.105132,0.349691,-0.244560,0.284673,0.0322,0.0026,-0.019252,0.021936,0.05389346182346344,-0.094082,0.201123,0.2315
livre,evol,evol,1,10,126211,495,108,126256,0.094085,0.348493,-0.254408,0.288117,0.0308,0.0009,-0.019903,0.022081,0.047800689935684204,-0.120601,0.202077,0.2388
livre,evol,evol,1,11,76140,252,3,76161,0.091313,0.348854,-0.257542,0.288878,0.0429,0.0000,-0.007803,0.008482,0.012398824095726013,-0.122303,0.199079,0.1986
livre,evol,evol,2,0,667226,336,605311,0,0.264015,0.350345,-0.086330,0.153046,0.5840,0.9072,-0.101514,0.153968,1.5,-9.000000,-9.000000,-9.0000
livre,evol,evol,2,1,666476,670,49030,666811,0.130471,0.350284,-0.219813,0.271596,0.0365,0.0736,-0.006389,0.051909,0.68578428030014038,0.107261,0.157824,0.8174
livre,evol,evol,2,2,658190,978,20669,658516,0.119696,0.350328,-0.230632,0.278917,0.0376,0.0314,-0.015512,0.041304,0.54274378716945648,-0.007900,0.094264,0.7627
livre,evol,evol,2,3,642421,1291,11071,642743,0.116822,0.350348,-0.233527,0.281339,0.0421,0.0172,-0.019004,0.031804,0.29775314033031464,-0.024209,0.144932,0.3778
livre,evol,evol,2,4,623931,1608,7019,624252,0.116566,0.350372,-0.233806,0.281903,0.0449,0.0112,-0.019048,0.026383,0.15957839787006378,-0.073626,0.170775,0.3238
livre,evol,evol,2,5,588618,1869,4715,588929,0.118307,0.350464,-0.232157,0.281498,0.0409,0.0080,-0.019001,0.023733,0.083946242928504944,-0.054942,0.189280,0.1853
livre,evol,evol,2,6,562152,2103,3384,562452,0.119759,0.350572,-0.230813,0.281067,0.0413,0.0060,-0.018750,0.022215,0.062234401702880859,-0.068807,0.193463,0.2262
livre,evol,evol,2,7,543950,2371,2466,544246,0.120758,0.350600,-0.229842,0.280773,0.0384,0.0045,-0.018653,0.021412,0.056425482034683228,-0.053497,0.197041,0.2088
livre,evol,evol,2,8,535333,2640,1845,535626,0.121069,0.350628,-0.229559,0.280696,0.0386,0.0034,-0.018581,0.020941,0.052178531885147095,-0.065798,0.199954,0.2368
livre,evol,evol,2,9,460031,2533,1341,460284,0.122622,0.350762,-0.228140,0.280946,0.0356,0.0029,-0.018936,0.021061,0.049073517322540283,-0.055600,0.206106,0.2247
livre,evol,evol,2,10,411186,2599,1047,411422,0.125123,0.350882,-0.225759,0.280449,0.0337,0.0025,-0.018920,0.020925,0.04680342972278595,-0.059962,0.211773,0.2333
livre,evol,evol,2,11,332545,2355,685,332741,0.128550,0.351514,-0.222964,0.279699,0.0324,0.0021,-0.019193,0.021184,0.045143738389015198,-0.048540,0.217382,0.2232
livre,evol,evol,3,0,809678,196,769729,0,0.275545,0.349861,-0.074316,0.131334,0.6470,0.9507,-0.084225,0.129382,1.2601115703582764,-9.000000,-9.000000,-9.0000
livre,evol,evol,3,1,805956,385,36703,806148,0.125456,0.349846,-0.224390,0.266290,0.0577,0.0455,0.013321,0.037464,0.39267581701278687,0.084731,0.127841,0.6984
livre,evol,evol,3,2,772574,523,9706,772748,0.112637,0.349912,-0.237275,0.275946,0.0807,0.0126,-0.001125,0.019692,0.43394596874713898,-0.031805,0.076630,0.7233
livre,evol,evol,3,3,724608,673,3554,724776,0.109199,0.349952,-0.240753,0.279303,0.0834,0.0049,-0.006625,0.015018,0.22391016781330109,-0.064319,0.130229,0.3374
livre,evol,evol,3,4,637018,786,1616,637175,0.109760,0.349950,-0.240190,0.279613,0.0877,0.0025,-0.008347,0.012855,0.069372579455375671,-0.112811,0.171696,0.2700
livre,evol,evol,3,5,505630,835,648,505769,0.109967,0.349302,-0.239335,0.279096,0.0843,0.0013,-0.009612,0.013077,0.059308886528015137,-0.095456,0.184449,0.1410
livre,evol,evol,3,6,426576,841,322,426696,0.110991,0.349037,-0.238046,0.278559,0.0809,0.0008,-0.009620,0.012439,0.042512863874435425,-0.105471,0.188577,0.1932
livre,evol,evol,3,7,366414,833,178,366518,0.112207,0.349101,-0.236894,0.278073,0.0784,0.0005,-0.010830,0.013401,0.038450285792350769,-0.089184,0.185522,0.1810
livre,evol,evol,3,8,333334,883,112,333432,0.113301,0.349116,-0.235815,0.277507,0.0773,0.0003,-0.010847,0.013013,0.035722538828849792,-0.100923,0.189122,0.2181
livre,evol,evol,3,9,273051,801,65,273131,0.113368,0.349194,-0.235826,0.277992,0.0725,0.0002,-0.011918,0.013998,0.033891052007675171,-0.092777,0.190373,0.1903
livre,evol,evol,3,10,221447,704,39,221511,0.116116,0.349479,-0.233363,0.277060,0.0730,0.0002,-0.011814,0.013621,0.032460048794746399,-0.098627,0.194874,0.2101
livre,evol,evol,3,11,138137,492,18,138178,0.119197,0.349674,-0.230477,0.275871,0.0720,0.0001,-0.012099,0.013623,0.02339521050453186,-0.085763,0.194981,0.1889
livre,evol,evol,4,0,614897,235,580238,0,0.282339,0.350190,-0.067851,0.130195,0.6218,0.9436,-0.077631,0.128709,1.3333333134651184,-9.000000,-9.000000,-9.0000
livre,evol,evol,4,1,613827,468,28396,614061,0.116667,0.350152,-0.233486,0.274425,0.0640,0.0463,0.008127,0.040002,0.40239089727401733,0.080978,0.130858,0.7972
livre,evol,evol,4,2,612157,690,8729,612387,0.104831,0.350164,-0.245333,0.282784,0.0808,0.0143,-0.005235,0.023627,0.45008742809295654,-0.026260,0.078786,0.7922
livre,evol,evol,4,3,563950,884,3549,564171,0.103314,0.350258,-0.246944,0.284817,0.0833,0.0063,-0.010120,0.018939,0.090413331985473633,-0.055950,0.130925,0.4433
livre,evol,evol,4,4,523691,1075,1704,523906,0.103853,0.350196,-0.246343,0.284913,0.0879,0.0033,-0.012079,0.017241,0.06948438286781311,-0.103472,0.168354,0.3749
livre,evol,evol,4,5,495883,1230,869,496088,0.104652,0.350242,-0.245590,0.284854,0.0849,0.0018,-0.012905,0.016442,0.05627778172492981,-0.094399,0.186225,0.2182
livre,evol,evol,4,6,475121,1400,518,475321,0.105466,0.350286,-0.244819,0.284629,0.0827,0.0011,-0.013573,0.016401,0.04954548180103302,-0.105376,0.193223,0.2421
livre,evol,evol,4,7,422932,1424,298,423110,0.106661,0.350344,-0.243683,0.283990,0.0792,0.0007,-0.014358,0.016823,0.044799208641052246,-0.092214,0.193042,0.2152
livre,evol,evol,4,8,323214,1332,113,323362,0.106574,0.350091,-0.243517,0.283229,0.0760,0.0003,-0.016003,0.018547,0.041453093290328979,-0.101457,0.194581,0.2398
livre,evol,evol,4,9,187096,980,35,187194,0.107940,0.349633,-0.241693,0.281090,0.0707,0.0002,-0.020465,0.022413,0.039094060659408569,-0.094086,0.193573,0.2125
livre,evol,evol,4,10,119321,726,7,119387,0.109958,0.349452,-0.239495,0.279223,0.0672,0.0001,-0.014836,0.015417,0.018834158778190613,-0.099504,0.195700,0.2214
livre,evol,evol,4,11,75202,552,3,75248,0.104633,0.348376,-0.243744,0.281396,0.0569,0.0000,-0.016529,0.016706,0.018317893147468567,-0.105052,0.193904,0.1855
livre,evol,evol,5,0,741989,313,687185,0,0.271059,0.350152,-0.079093,0.144232,0.5976,0.9261,-0.093653,0.142702,1.5,-9.000000,-9.000000,-9.0000
livre,evol,evol,5,1,741373,625,47484,741685,0.128068,0.350115,-0.222048,0.269216,0.0663,0.0640,0.005010,0.044280,0.59098571538925171,0.097480,0.145139,0.7740
livre,evol,evol,5,2,734507,909,16132,734809,0.114751,0.350142,-0.235391,0.278640,0.0809,0.0220,-0.009233,0.029952,0.41195465624332428,-0.018278,0.084083,0.7511
livre,evol,evol,5,3,703535,1175,7490,703828,0.111186,0.350183,-0.238997,0.281972,0.0807,0.0106,-0.014115,0.023503,0.22521989047527313,-0.051075,0.136223,0.3875
livre,evol,evol,5,4,623373,1388,4214,623650,0.112638,0.350314,-0.237676,0.282219,0.0797,0.0068,-0.015085,0.020516,0.11990146338939667,-0.095154,0.173381,0.2974
livre,evol,evol,5,5,572364,1575,2621,572626,0.113709,0.350461,-0.236752,0.282329,0.0749,0.0046,-0.015515,0.019075,0.063581794500350952,-0.080515,0.189067,0.1918
livre,evol,evol,5,6,550706,1781,1761,550960,0.114329,0.350517,-0.236188,0.282333,0.0712,0.0032,-0.015550,0.018210,0.056383445858955383,-0.088088,0.192604,0.2241
livre,evol,evol,5,7,480536,1875,1211,480770,0.117024,0.350831,-0.233807,0.281705,0.0647,0.0025,-0.015554,0.017621,0.051120668649673462,-0.072816,0.192232,0.2187
livre,evol,evol,5,8,399960,1783,810,400158,0.119463,0.351353,-0.231890,0.281171,0.0609,0.0020,-0.015360,0.017092,0.047272980213165283,-0.077900,0.195722,0.2333
livre,evol,evol,5,9,316149,1741,557,316323,0.121832,0.351141,-0.229309,0.279805,0.0546,0.0018,-0.015371,0.017060,0.044459894299507141,-0.068827,0.199343,0.2238
livre,evol,evol,5,10,278971,1783,386,279133,0.122587,0.351087,-0.228500,0.279291,0.0563,0.0014,-0.015719,0.017316,0.042403221130371094,-0.074389,0.203542,0.2329
livre,evol,evol,5,11,197316,1453,200,197437,0.123919,0.351671,-0.227752,0.279298,0.0558,0.0010,-0.015790,0.017118,0.036044090986251831,-0.067958,0.207249,0.2237
livre,evol,evol,6,0,813634,647,721934,0,0.255941,0.350156,-0.094215,0.161758,0.5467,0.8873,-0.115083,0.164006,1.5,-9.000000,-9.000000,-9.0000
livre,evol,evol,6,1,812655,1291,76390,813300,0.139673,0.350053,-0.210380,0.264183,0.0429,0.0940,-0.003227,0.048912,0.4208722710609436,0.121794,0.169267,0.7843
livre,evol,evol,6,2,807927,1897,32746,808559,0.127414,0.350104,-0.222690,0.272449,0.0510,0.0405,-0.014297,0.033511,0.33220326900482178,0.000772,0.097490,0.7353
livre,evol,evol,6,3,782031,2460,18123,782645,0.123966,0.350239,-0.226273,0.275538,0.0535,0.0232,-0.016892,0.026595,0.20072552561759949,-0.021575,0.148528,0.3612
livre,evol,evol,6,4,723650,2923,11583,724233,0.124895,0.350496,-0.225601,0.275947,0.0517,0.0160,-0.016622,0.022519,0.11833280324935913,-0.058732,0.172891,0.2913
livre,evol,evol,6,5,700376,3450,8011,700949,0.125163,0.350579,-0.225415,0.276191,0.0512,0.0114,-0.015953,0.020091,0.076736509799957275,-0.043032,0.187109,0.2172
livre,evol,evol,6,6,664765,3859,5731,665315,0.125711,0.350715,-0.225004,0.276510,0.0480,0.0086,-0.015399,0.018690,0.068558678030967712,-0.054034,0.190133,0.2512
livre,evol,evol,6,7,622086,4105,4266,622598,0.126832,0.351056,-0.224224,0.276640,0.0462,0.0069,-0.015036,0.017855,0.05890028178691864,-0.045335,0.195786,0.2381
livre,evol,evol,6,8,603126,4509,3281,603626,0.127276,0.351175,-0.223899,0.276698,0.0440,0.0054,-0.014534,0.017094,0.054467037320137024,-0.053633,0.199776,0.2483
livre,evol,evol,6,9,565675,4679,2508,566142,0.127542,0.351070,-0.223528,0.276158,0.0429,0.0044,-0.013983,0.016402,0.051225855946540833,-0.049518,0.203209,0.2398
livre,evol,evol,6,10,425448,3811,1832,425794,0.129001,0.351660,-0.222659,0.276019,0.0430,0.0043,-0.013427,0.015727,0.048856213688850403,-0.051559,0.204881,0.2426
livre,evol,evol,6,11,219096,1884,943,219253,0.130104,0.352253,-0.222149,0.276732,0.0404,0.0043,-0.011414,0.013418,0.04087364673614502,-0.050551,0.204329,0.2261
livre,evol,evol,7,0,788263,363,724616,0,0.262006,0.350118,-0.088112,0.150090,0.5938,0.9193,-0.103479,0.150225,1.4285714030265808,-9.000000,-9.000000,-9.0000
livre,evol,evol,7,1,787309,724,54268,787671,0.136447,0.350073,-0.213626,0.262644,0.0599,0.0689,0.004969,0.042588,0.44389981031417847,0.106397,0.151306,0.7455
livre,evol,evol,7,2,777517,1046,19169,777865,0.123646,0.350127,-0.226481,0.271560,0.0775,0.0247,-0.008429,0.028181,0.37714849412441254,-0.016843,0.086935,0.7203
livre,evol,evol,7,3,746320,1354,9067,746658,0.119908,0.350141,-0.230233,0.274887,0.0743,0.0121,-0.012922,0.022938,0.22706730663776398,-0.038540,0.138859,0.3402
livre,evol,evol,7,4,707522,1607,5166,707843,0.119038,0.350269,-0.231231,0.276016,0.0759,0.0073,-0.014020,0.020204,0.13301642239093781,-0.085131,0.170001,0.2805
livre,evol,evol,7,5,607101,1820,3120,607404,0.121392,0.350209,-0.228817,0.275016,0.0703,0.0051,-0.014711,0.019111,0.074077889323234558,-0.058902,0.180907,0.1788
livre,evol,evol,7,6,504826,1927,2011,505101,0.123205,0.350168,-0.226964,0.274185,0.0694,0.0040,-0.015098,0.018548,0.062299281358718872,-0.071444,0.184102,0.2218
livre,evol,evol,7,7,447374,1914,1366,447613,0.123647,0.350427,-0.226780,0.274767,0.0642,0.0031,-0.015151,0.018031,0.056484296917915344,-0.058993,0.186798,0.2105
livre,evol,evol,7,8,384037,1926,911,384251,0.124348,0.350453,-0.226105,0.274479,0.0648,0.0024,-0.014847,0.017295,0.052232906222343445,-0.072036,0.191945,0.2257
livre,evol,evol,7,9,282039,1450,525,282184,0.123617,0.349761,-0.226145,0.273366,0.0622,0.0019,-0.014547,0.016854,0.049124673008918762,-0.065747,0.193874,0.2151
livre,evol,evol,7,10,168777,923,174,168860,0.119487,0.348978,-0.229491,0.274248,0.0611,0.0010,-0.014671,0.016962,0.037936598062515259,-0.082221,0.195316,0.2360
livre,evol,evol,7,11,71062,406,23,71095,0.114689,0.347924,-0.233235,0.277071,0.0538,0.0003,-0.015461,0.016491,0.029675334692001343,-0.084632,0.192252,0.2101
livre,evol,evol,8,0,671370,377,610390,0,0.266722,0.350380,-0.083658,0.153305,0.5718,0.9092,-0.099476,0.154120,1.4314688444137573,-9.000000,-9.000000,-9.0000
livre,evol,evol,8,1,668204,738,54909,668573,0.129531,0.350371,-0.220840,0.272565,0.0677,0.0822,-0.007131,0.052392,0.74613028764724731,0.106920,0.160565,0.8232
livre,evol,evol,8,2,666109,1095,23234,666474,0.118215,0.350372,-0.232157,0.280088,0.0764,0.0349,-0.017893,0.039002,0.42010508477687836,-0.005648,0.096756,0.7720
livre,evol,evol,8,3,651222,1407,12525,651573,0.114957,0.350440,-0.235483,0.282881,0.0775,0.0192,-0.020942,0.031647,0.27470105886459351,-0.030890,0.144744,0.4479
livre,evol,evol,8,4,625852,1718,7981,626195,0.115054,0.350465,-0.235411,0.283376,0.0782,0.0128,-0.020661,0.027051,0.17490273714065552,-0.073997,0.173571,0.3679
livre,evol,evol,8,5,589514,1971,5416,589842,0.116491,0.350623,-0.234132,0.283278,0.0730,0.0092,-0.020208,0.024450,0.10789534449577332,-0.062543,0.191210,0.2575
livre,evol,evol,8,6,555525,2215,3897,555841,0.118131,0.350777,-0.232646,0.282989,0.0714,0.0070,-0.019656,0.022765,0.062904626131057739,-0.069559,0.196308,0.2703
livre,evol,evol,8,7,508810,2346,2872,509102,0.119714,0.350874,-0.231160,0.282739,0.0662,0.0056,-0.019585,0.022069,0.056072473526000977,-0.057889,0.198660,0.2624
livre,evol,evol,8,8,466028,2422,2163,466296,0.121676,0.351144,-0.229469,0.282357,0.0611,0.0046,-0.019507,0.021557,0.051852092146873474,-0.062984,0.202594,0.2676
livre,evol,evol,8,9,414892,2390,1557,415130,0.121995,0.351232,-0.229238,0.282706,0.0586,0.0038,-0.019328,0.021126,0.048766523599624634,-0.057560,0.206713,0.2639
livre,evol,evol,8,10,329925,2023,1011,330108,0.121310,0.351058,-0.229748,0.282855,0.0548,0.0031,-0.019437,0.021108,0.046510607004165649,-0.063805,0.211992,0.2674
livre,evol,evol,8,11,137248,739,241,137309,0.109553,0.349072,-0.239519,0.285943,0.0540,0.0018,-0.019266,0.020774,0.03917403519153595,-0.084563,0.207360,0.2723
uni,0.80,12,1,0,556821,195,542519,0,0.288913,0.349800,-0.060887,0.117380,0.7214,0.9743,-0.065105,0.115559,1.5,-9.000000,-9.000000,-9.0000
uni,0.80,12,1,1,556397,390,15343,556592,0.113502,0.349739,-0.236237,0.278428,0.0858,0.0276,0.007107,0.042224,0.82352060079574585,0.064253,0.112309,0.7553
uni,0.80,12,1,2,555973,585,4891,556168,0.103035,0.349673,-0.246638,0.285030,0.1297,0.0088,-0.005476,0.023476,0.32111769914627075,-0.042209,0.077001,0.7951
uni,0.80,12,1,3,555549,780,2212,555744,0.099352,0.349656,-0.250304,0.288322,0.1160,0.0040,-0.009273,0.017043,0.13739721477031708,-0.062096,0.122701,0.4267
uni,0.80,12,1,4,555125,975,1230,555320,0.097998,0.349624,-0.251626,0.289047,0.1323,0.0022,-0.009485,0.013765,0.099625706672668457,-0.121119,0.163672,0.4755
uni,0.80,12,1,5,554701,1170,752,554896,0.097471,0.349603,-0.252132,0.289836,0.1152,0.0014,-0.009437,0.012710,0.087259635329246521,-0.106890,0.181102,0.2161
uni,0.80,12,1,6,554277,1365,488,554472,0.097252,0.349571,-0.252319,0.289801,0.1235,0.0009,-0.008773,0.011258,0.032832071185112,-0.130268,0.193563,0.3178
uni,0.80,12,1,7,553853,1560,304,554048,0.097154,0.349544,-0.252390,0.290163,0.1084,0.0005,-0.008866,0.011179,0.029274538159370422,-0.111294,0.193486,0.2004
uni,0.80,12,1,8,553429,1755,191,553624,0.097107,0.349523,-0.252417,0.290047,0.1147,0.0003,-0.008606,0.010945,0.028397873044013977,-0.131050,0.200140,0.3001
uni,0.80,12,1,9,553005,1950,122,553200,0.097080,0.349501,-0.252421,0.290302,0.1026,0.0002,-0.008782,0.011113,0.027848497033119202,-0.116375,0.199655,0.2073
uni,0.80,12,1,10,552581,2145,79,552776,0.097065,0.349478,-0.252414,0.290198,0.1068,0.0001,-0.008402,0.010778,0.027504220604896545,-0.133126,0.205593,0.2873
uni,0.80,12,1,11,552157,2340,48,552352,0.097055,0.349458,-0.252403,0.290412,0.0958,0.0001,-0.008117,0.010118,0.021473333239555359,-0.120198,0.204975,0.2096
uni,0.80,12,2,0,670319,147,640343,0,0.271228,0.349769,-0.078541,0.139236,0.6690,0.9553,-0.085546,0.137985,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.80,12,2,1,669899,294,24971,670046,0.128063,0.349727,-0.221664,0.271270,0.1009,0.0373,0.006212,0.042507,0.37570394575595856,0.085878,0.136050,0.7667
uni,0.80,12,2,2,669479,441,8305,669626,0.117506,0.349698,-0.232192,0.277564,0.1434,0.0124,-0.005264,0.026390,0.42185460031032562,-0.033500,0.085785,0.7750
uni,0.80,12,2,3,669059,588,3527,669206,0.113715,0.349686,-0.235971,0.280936,0.1288,0.0053,-0.010054,0.018996,0.22957165539264679,-0.035393,0.130552,0.3970
uni,0.80,12,2,4,668639,735,1945,668786,0.112287,0.349668,-0.237380,0.281707,0.1429,0.0029,-0.010944,0.015748,0.076402828097343445,-0.099852,0.162232,0.4315
uni,0.80,12,2,5,668219,882,1124,668366,0.111720,0.349648,-0.237928,0.282588,0.1254,0.0017,-0.011661,0.015100,0.057917892932891846,-0.074324,0.177881,0.2153
uni,0.80,12,2,6,667799,1029,712,667946,0.111479,0.349628,-0.238149,0.282530,0.1345,0.0011,-0.011324,0.014036,0.048439294099807739,-0.107051,0.189129,0.3070
uni,0.80,12,2,7,667379,1176,462,667526,0.111371,0.349610,-0.238239,0.282991,0.1183,0.0007,-0.011723,0.014098,0.043798983097076416,-0.081132,0.190664,0.2144
uni,0.80,12,2,8,666959,1323,298,667106,0.111321,0.349594,-0.238272,0.282836,0.1253,0.0004,-0.011325,0.013350,0.033291444182395935,-0.107837,0.197777,0.2969
uni,0.80,12,2,9,666539,1470,198,666686,0.111297,0.349576,-0.238279,0.283193,0.1111,0.0003,-0.011787,0.013564,0.032298475503921509,-0.086759,0.198378,0.2241
uni,0.80,12,2,10,666119,1617,130,666266,0.111284,0.349546,-0.238262,0.283034,0.1163,0.0002,-0.011453,0.013152,0.031631767749786377,-0.109242,0.204783,0.2866
