variante,desconto,horizonte,seed,k,n,cens,nP,nA,pred_m,real_m,vies,rmse,corr,fprem,viesP,rmseP,maxabsP,fvies,frmse,fcorr
uni,0.90,12,7,2,772165,651,18635,772382,0.124235,0.349667,-0.225432,0.281313,0.0234,0.0241,-0.010822,0.033953,0.54761314392089844,-0.032985,0.090496,0.7002
uni,0.90,12,7,3,771644,868,10209,771861,0.120555,0.349655,-0.229100,0.284101,0.0180,0.0132,-0.013553,0.023887,0.30106550455093384,-0.026436,0.132268,0.3139
uni,0.90,12,7,4,771123,1085,6702,771340,0.119176,0.349644,-0.230469,0.284901,0.0289,0.0087,-0.013023,0.018739,0.13348196446895599,-0.094808,0.164667,0.3012
uni,0.90,12,7,5,770602,1302,4657,770819,0.118629,0.349642,-0.231013,0.285426,0.0247,0.0060,-0.012955,0.016891,0.079538404941558838,-0.065709,0.180079,0.1406
uni,0.90,12,7,6,770082,1518,3396,770298,0.118399,0.349634,-0.231234,0.285488,0.0297,0.0044,-0.012476,0.015522,0.062299281358718872,-0.104683,0.194734,0.1813
uni,0.90,12,7,7,769562,1734,2529,769778,0.118297,0.349625,-0.231328,0.285640,0.0266,0.0033,-0.012548,0.015182,0.056484296917915344,-0.076225,0.197028,0.1304
uni,0.90,12,7,8,769042,1950,1937,769258,0.118246,0.349618,-0.231372,0.285615,0.0294,0.0025,-0.012352,0.014728,0.051702648401260376,-0.106155,0.206216,0.1750
uni,0.90,12,7,9,768522,2166,1487,768738,0.118220,0.349610,-0.231390,0.285693,0.0265,0.0019,-0.012520,0.014780,0.048625960946083069,-0.082893,0.206956,0.1430
uni,0.90,12,7,10,768003,2382,1163,768219,0.118204,0.349604,-0.231400,0.285641,0.0293,0.0015,-0.012612,0.014762,0.046376556158065796,-0.108163,0.215169,0.1743
uni,0.90,12,7,11,767484,2598,920,767700,0.118194,0.349599,-0.231406,0.285721,0.0260,0.0012,-0.012725,0.014809,0.044732004404067993,-0.089338,0.216437,0.1483
uni,0.90,12,8,0,659451,289,620236,0,0.269741,0.349558,-0.079817,0.143640,0.6861,0.9405,-0.087945,0.142917,1.5,-9.000000,-9.000000,-9.0000
uni,0.90,12,8,1,658891,578,40912,659180,0.128270,0.349513,-0.221243,0.278664,0.0272,0.0621,-0.015186,0.059811,1.3333333134651184,0.090248,0.142926,0.8103
uni,0.90,12,8,2,658331,867,19963,658620,0.119293,0.349489,-0.230197,0.283593,0.0420,0.0303,-0.020453,0.049185,0.74687659740447998,-0.023940,0.094060,0.7553
uni,0.90,12,8,3,657771,1156,12297,658060,0.116144,0.349474,-0.233330,0.285941,0.0381,0.0187,-0.022787,0.036380,0.50809638202190399,-0.021869,0.137853,0.3904
uni,0.90,12,8,4,657212,1444,8945,657500,0.114998,0.349468,-0.234470,0.286505,0.0500,0.0136,-0.021724,0.029129,0.21449409425258636,-0.083691,0.163324,0.3930
uni,0.90,12,8,5,656653,1732,6909,656941,0.114561,0.349459,-0.234897,0.287025,0.0435,0.0105,-0.021075,0.025594,0.12464068830013275,-0.062706,0.183247,0.2044
uni,0.90,12,8,6,656095,2020,5675,656383,0.114383,0.349450,-0.235067,0.287007,0.0494,0.0086,-0.020211,0.023472,0.067763879895210266,-0.095076,0.194741,0.2545
uni,0.90,12,8,7,655537,2308,4775,655825,0.114303,0.349445,-0.235142,0.287207,0.0441,0.0073,-0.019863,0.022467,0.061685442924499512,-0.072926,0.199742,0.1913
uni,0.90,12,8,8,654979,2596,4166,655267,0.114262,0.349445,-0.235183,0.287121,0.0489,0.0064,-0.019527,0.021750,0.056415781378746033,-0.097028,0.206500,0.2392
uni,0.90,12,8,9,654421,2884,3659,654709,0.114236,0.349433,-0.235197,0.287279,0.0431,0.0056,-0.019539,0.021482,0.053058624267578125,-0.080595,0.210344,0.1951
uni,0.90,12,8,10,653863,3172,3284,654151,0.114215,0.349422,-0.235207,0.287151,0.0478,0.0050,-0.019516,0.021282,0.050604164600372314,-0.100278,0.216845,0.2295
uni,0.90,12,8,11,653305,3460,2970,653593,0.114197,0.349419,-0.235222,0.287308,0.0422,0.0045,-0.019649,0.021276,0.04880969226360321,-0.086971,0.220397,0.1976
uni,0.90,4,1,0,562584,340,550139,0,0.289917,0.349957,-0.060040,0.116363,0.7233,0.9779,-0.064103,0.114624,1.5,-9.000000,-9.000000,-9.0000
uni,0.90,4,1,1,562018,680,12238,562358,0.112227,0.349852,-0.237625,0.277279,0.1815,0.0218,0.015412,0.039077,0.32313777506351471,0.062760,0.110616,0.7377
uni,0.90,4,1,2,561455,1019,2658,561794,0.100790,0.349757,-0.248967,0.285088,0.2264,0.0047,0.000132,0.016791,0.19472391903400421,-0.043643,0.075381,0.7986
uni,0.90,4,1,3,560892,1358,870,561231,0.096764,0.349716,-0.252952,0.288896,0.2062,0.0016,-0.005260,0.011329,0.053527727723121643,-0.071865,0.122617,0.4845
uni,0.90,4,2,0,676016,277,653419,0,0.274007,0.350248,-0.076241,0.135732,0.6780,0.9666,-0.082282,0.134236,1.5,-9.000000,-9.000000,-9.0000
uni,0.90,4,2,1,675470,553,19457,675746,0.127081,0.350193,-0.223111,0.269327,0.1880,0.0288,0.015078,0.040051,0.51386392116546631,0.081178,0.130538,0.7415
uni,0.90,4,2,2,674924,829,4853,675200,0.115504,0.350138,-0.234634,0.276772,0.2362,0.0072,0.000380,0.019477,0.3280177116394043,-0.038860,0.083233,0.7820
uni,0.90,4,2,3,674378,1105,1625,674654,0.111329,0.350112,-0.238783,0.280865,0.2105,0.0024,-0.005136,0.013372,0.14750915765762329,-0.047628,0.127054,0.4374
uni,0.90,4,3,0,808161,152,781115,0,0.278976,0.350321,-0.071345,0.126560,0.6987,0.9665,-0.078038,0.124313,1.2695678472518921,-9.000000,-9.000000,-9.0000
uni,0.90,4,3,1,807688,303,25267,807839,0.123814,0.350295,-0.226481,0.269704,0.0923,0.0313,0.016451,0.036654,0.36330090463161469,0.076786,0.120632,0.6513
uni,0.90,4,3,2,807215,454,5565,807366,0.110356,0.350263,-0.239906,0.279192,0.1323,0.0069,0.001706,0.014536,0.18040207028388977,-0.040173,0.076515,0.7176
uni,0.90,4,3,3,806742,605,1707,806893,0.105536,0.350242,-0.244706,0.283321,0.1251,0.0021,-0.003400,0.009647,0.063777625560760498,-0.070844,0.126608,0.3540
uni,0.90,4,4,0,617880,268,603885,0,0.288353,0.350564,-0.062210,0.118447,0.7124,0.9773,-0.066483,0.116585,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.90,4,4,1,617366,536,12752,617634,0.113791,0.350495,-0.236704,0.276244,0.1700,0.0207,0.018641,0.038103,0.36707311868667603,0.065111,0.112648,0.7264
uni,0.90,4,4,2,616852,804,2439,617120,0.102153,0.350427,-0.248274,0.284344,0.2105,0.0040,0.003024,0.014635,0.20714294910430908,-0.043119,0.075385,0.7900
uni,0.90,4,4,3,616338,1072,624,616606,0.098028,0.350399,-0.252372,0.288156,0.1934,0.0010,-0.002648,0.008408,0.0443153977394104,-0.069797,0.122290,0.4675
uni,0.90,4,5,0,744532,222,717682,0,0.275482,0.350033,-0.074551,0.132279,0.6860,0.9639,-0.081513,0.130258,1.3333333134651184,-9.000000,-9.000000,-9.0000
uni,0.90,4,5,1,744011,444,23451,744233,0.125458,0.349978,-0.224521,0.269645,0.1446,0.0315,0.014806,0.038294,0.36162059009075165,0.080554,0.126848,0.7063
uni,0.90,4,5,2,743490,666,5676,743712,0.112558,0.349926,-0.237368,0.278526,0.1846,0.0076,-0.000054,0.018391,0.41808591783046722,-0.037833,0.078842,0.7566
uni,0.90,4,5,3,742969,888,1975,743191,0.107908,0.349903,-0.241996,0.282674,0.1704,0.0027,-0.005639,0.012748,0.094696938991546631,-0.061258,0.127464,0.3981
uni,0.90,4,6,0,816655,506,775538,0,0.263847,0.350050,-0.086203,0.147197,0.6534,0.9497,-0.095693,0.146037,1.5,-9.000000,-9.000000,-9.0000
uni,0.90,4,6,1,815812,1012,43095,816318,0.136672,0.349945,-0.213273,0.264685,0.1533,0.0528,0.004407,0.042556,0.7735443115234375,0.095187,0.142847,0.7262
uni,0.90,4,6,2,814970,1518,16521,815476,0.124767,0.349858,-0.225092,0.272180,0.1953,0.0203,-0.007135,0.024755,0.6869538277387619,-0.030346,0.087177,0.7430
uni,0.90,4,6,3,814128,2024,8415,814634,0.120432,0.349819,-0.229388,0.276087,0.1779,0.0103,-0.010269,0.017294,0.21092122793197632,-0.035861,0.131639,0.3985
uni,0.90,4,7,0,790882,267,753668,0,0.266832,0.349427,-0.082595,0.141009,0.6629,0.9529,-0.091689,0.139235,1.3741704225540161,-9.000000,-9.000000,-9.0000
uni,0.90,4,7,1,790297,534,33694,790564,0.134348,0.349381,-0.215034,0.263787,0.1057,0.0426,0.011342,0.038153,0.36900860071182251,0.090971,0.136037,0.6853
uni,0.90,4,7,2,789713,801,10039,789980,0.121944,0.349332,-0.227388,0.271910,0.1460,0.0127,-0.001925,0.019542,0.38317997753620148,-0.034545,0.083657,0.7200
uni,0.90,4,7,3,789129,1068,3874,789396,0.117418,0.349313,-0.231895,0.275906,0.1306,0.0049,-0.006727,0.014883,0.20838476717472076,-0.043905,0.129322,0.3467
uni,0.90,4,8,0,678895,381,651202,0,0.273653,0.349917,-0.076265,0.137355,0.6634,0.9592,-0.083584,0.135631,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.90,4,8,1,678240,762,25090,678621,0.126588,0.349815,-0.223226,0.269256,0.1907,0.0370,0.010779,0.040846,0.39452993869781494,0.083391,0.133079,0.7648
uni,0.90,4,8,2,677585,1143,7485,677966,0.115073,0.349726,-0.234653,0.276687,0.2324,0.0110,-0.003399,0.022550,0.27343045175075531,-0.034795,0.082893,0.7911
uni,0.90,4,8,3,676930,1524,3092,677311,0.110925,0.349686,-0.238762,0.280575,0.2131,0.0046,-0.008631,0.017533,0.14662811160087585,-0.047555,0.128911,0.4557
uni,0.90,8,1,0,552072,162,536096,0,0.288764,0.350097,-0.061333,0.118499,0.7265,0.9711,-0.065787,0.116527,1.5,-9.000000,-9.000000,-9.0000
uni,0.90,8,1,1,551682,324,17829,551844,0.114149,0.350047,-0.235899,0.280357,0.0439,0.0323,0.002579,0.044477,1.034546434879303,0.065433,0.113959,0.7702
uni,0.90,8,1,2,551292,486,6628,551454,0.104148,0.350000,-0.245852,0.286471,0.0814,0.0120,-0.007839,0.027703,0.54868781566619873,-0.040755,0.078080,0.7935
uni,0.90,8,1,3,550902,648,3233,551064,0.100646,0.349973,-0.249327,0.289391,0.0741,0.0059,-0.011099,0.019516,0.15061014890670776,-0.057400,0.123678,0.4091
uni,0.90,8,1,4,550514,810,2012,550676,0.099362,0.349951,-0.250589,0.290082,0.0896,0.0037,-0.010818,0.015562,0.069428384304046631,-0.116775,0.162665,0.4488
uni,0.90,8,1,5,550126,972,1290,550288,0.098864,0.349926,-0.251062,0.290710,0.0779,0.0023,-0.010694,0.013988,0.054834350943565369,-0.103461,0.181511,0.1971
uni,0.90,8,1,6,549738,1134,891,549900,0.098656,0.349909,-0.251253,0.290672,0.0863,0.0016,-0.010211,0.012863,0.048274710774421692,-0.128245,0.194553,0.2886
uni,0.90,8,1,7,549350,1296,632,549512,0.098562,0.349895,-0.251334,0.290978,0.0749,0.0012,-0.010232,0.012660,0.043650180101394653,-0.108961,0.195612,0.1788
uni,0.90,8,2,0,663887,189,629227,0,0.271705,0.350130,-0.078425,0.140449,0.6809,0.9478,-0.085977,0.139367,1.5,-9.000000,-9.000000,-9.0000
uni,0.90,8,2,1,663434,378,27991,663623,0.128692,0.350077,-0.221385,0.274587,0.0623,0.0422,0.000648,0.046167,0.66018038988113403,0.087405,0.138657,0.7749
uni,0.90,8,2,2,662981,567,10675,663170,0.118621,0.350042,-0.231422,0.280262,0.0991,0.0161,-0.009156,0.034041,0.48020607233047485,-0.031474,0.088311,0.7648
uni,0.90,8,2,3,662528,756,5225,662717,0.115019,0.350031,-0.235012,0.283379,0.0854,0.0079,-0.013524,0.024818,0.23850248754024506,-0.029567,0.132590,0.3782
uni,0.90,8,2,4,662076,945,3149,662265,0.113667,0.350021,-0.236353,0.284005,0.1024,0.0048,-0.013983,0.020426,0.12721817195415497,-0.095417,0.162373,0.4076
uni,0.90,8,2,5,661624,1134,2045,661813,0.113131,0.350007,-0.236875,0.284821,0.0868,0.0031,-0.014497,0.018644,0.069566190242767334,-0.070113,0.180007,0.1905
uni,0.90,8,2,6,661173,1323,1396,661362,0.112902,0.349994,-0.237092,0.284747,0.0963,0.0021,-0.014297,0.017456,0.061690330505371094,-0.104960,0.192041,0.2741
uni,0.90,8,2,7,660723,1512,1003,660912,0.112798,0.349965,-0.237167,0.285122,0.0835,0.0015,-0.014551,0.017316,0.055932179093360901,-0.078673,0.194795,0.1873
uni,0.90,8,3,0,801249,138,774867,0,0.281967,0.350183,-0.068216,0.124221,0.7361,0.9671,-0.073888,0.122226,1.5555555522441864,-9.000000,-9.000000,-9.0000
uni,0.90,8,3,1,800791,276,26376,800929,0.123051,0.350139,-0.227088,0.276077,0.0139,0.0329,0.010509,0.038580,0.49486762285232544,0.072986,0.118886,0.6773
uni,0.90,8,3,2,800333,414,7996,800471,0.111354,0.350109,-0.238755,0.283599,0.0454,0.0100,-0.001914,0.019892,0.41166634857654572,-0.042429,0.079101,0.7224
uni,0.90,8,3,3,799875,552,3195,800013,0.107190,0.350098,-0.242908,0.286912,0.0441,0.0040,-0.006328,0.014501,0.22391016781330109,-0.059217,0.125238,0.3086
uni,0.90,8,3,4,799417,690,1659,799555,0.105634,0.350087,-0.244453,0.287974,0.0547,0.0021,-0.007200,0.011930,0.11801563203334808,-0.119825,0.167348,0.3069
uni,0.90,8,3,5,798959,828,921,799097,0.105019,0.350074,-0.245056,0.288531,0.0511,0.0012,-0.008142,0.011341,0.05147986114025116,-0.103527,0.183738,0.0995
uni,0.90,8,3,6,798501,966,550,798639,0.104759,0.350060,-0.245301,0.288671,0.0544,0.0007,-0.008379,0.010992,0.042512863874435425,-0.127879,0.197131,0.1694
uni,0.90,8,3,7,798043,1104,347,798181,0.104642,0.350053,-0.245411,0.288836,0.0503,0.0004,-0.008819,0.011185,0.038450285792350769,-0.108072,0.196958,0.1069
uni,0.90,8,4,0,608220,182,588753,0,0.286332,0.350004,-0.063671,0.121129,0.7159,0.9680,-0.068734,0.119287,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.90,8,4,1,607790,364,17321,607972,0.115635,0.349970,-0.234335,0.278995,0.0348,0.0285,0.012021,0.037517,0.37204091250896454,0.068362,0.116538,0.7483
uni,0.90,8,4,2,607360,546,4835,607542,0.105316,0.349929,-0.244613,0.285331,0.0735,0.0080,-0.001191,0.017309,0.29697556793689728,-0.040421,0.077503,0.7834
uni,0.90,8,4,3,606930,728,1766,607112,0.101644,0.349904,-0.248260,0.288349,0.0672,0.0029,-0.005293,0.012045,0.13396082818508148,-0.055264,0.122096,0.3956
uni,0.90,8,4,4,606500,910,806,606682,0.100270,0.349884,-0.249614,0.289107,0.0833,0.0013,-0.006903,0.009995,0.077094666659832001,-0.114733,0.160789,0.4303
uni,0.90,8,4,5,606070,1092,398,606252,0.099726,0.349872,-0.250147,0.289752,0.0733,0.0007,-0.007878,0.010459,0.06752525269985199,-0.100144,0.178250,0.1747
uni,0.90,8,4,6,605640,1274,229,605822,0.099495,0.349852,-0.250357,0.289746,0.0814,0.0004,-0.008404,0.010072,0.026769399642944336,-0.126650,0.191794,0.2690
uni,0.90,8,4,7,605210,1456,135,605392,0.099391,0.349835,-0.250443,0.290004,0.0719,0.0002,-0.008876,0.010430,0.025548487901687622,-0.107558,0.193742,0.1527
uni,0.90,8,5,0,734746,191,703476,0,0.276731,0.349652,-0.072920,0.132126,0.7143,0.9574,-0.079497,0.130314,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.90,8,5,1,734270,382,26919,734461,0.125598,0.349614,-0.224017,0.275975,0.0353,0.0367,0.004034,0.043086,0.37882621586322784,0.079852,0.128568,0.7350
uni,0.90,8,5,2,733794,573,9646,733985,0.114567,0.349571,-0.235004,0.282608,0.0701,0.0131,-0.008060,0.028236,0.37802061438560486,-0.037122,0.083204,0.7480
uni,0.90,8,5,3,733318,764,4755,733509,0.110628,0.349553,-0.238925,0.285843,0.0617,0.0065,-0.011984,0.021011,0.17824225127696991,-0.045595,0.128601,0.3376
uni,0.90,8,5,4,732842,955,2887,733033,0.109153,0.349535,-0.240382,0.286706,0.0755,0.0039,-0.012324,0.017046,0.089947119355201721,-0.108871,0.165789,0.3470
uni,0.90,8,5,5,732366,1146,1812,732557,0.108567,0.349514,-0.240946,0.287391,0.0648,0.0025,-0.012612,0.015730,0.066281884908676147,-0.088132,0.182763,0.1425
uni,0.90,8,5,6,731890,1337,1210,732081,0.108318,0.349492,-0.241173,0.287372,0.0736,0.0017,-0.012280,0.014650,0.049252539873123169,-0.117213,0.195603,0.2184
uni,0.90,8,5,7,731414,1528,854,731605,0.108204,0.349475,-0.241271,0.287671,0.0634,0.0012,-0.012256,0.014279,0.04453432559967041,-0.093797,0.195752,0.1486
uni,0.90,8,6,0,807537,309,759677,0,0.263033,0.349717,-0.086684,0.149303,0.6741,0.9407,-0.096446,0.148382,1.5,-9.000000,-9.000000,-9.0000
uni,0.90,8,6,1,806907,618,53764,807216,0.137000,0.349643,-0.212643,0.271030,0.0605,0.0666,-0.005773,0.050034,1.3195163607597351,0.097284,0.146795,0.7562
uni,0.90,8,6,2,806277,927,25518,806586,0.126634,0.349612,-0.222978,0.276944,0.0880,0.0316,-0.012246,0.033402,0.70385231077671051,-0.025415,0.092011,0.7278
uni,0.90,8,6,3,805647,1236,15207,805956,0.122908,0.349596,-0.226689,0.279956,0.0794,0.0189,-0.013632,0.022729,0.44539207220077515,-0.021677,0.135438,0.3670
uni,0.90,8,6,4,805017,1545,10623,805326,0.121504,0.349576,-0.228072,0.280759,0.0899,0.0132,-0.012574,0.017443,0.17720186710357666,-0.085437,0.163080,0.3642
uni,0.90,8,6,5,804387,1854,7915,804696,0.120944,0.349556,-0.228612,0.281431,0.0797,0.0098,-0.011917,0.015124,0.1011568009853363,-0.057576,0.178494,0.2017
uni,0.90,8,6,6,803759,2163,6160,804068,0.120707,0.349530,-0.228823,0.281431,0.0857,0.0077,-0.011216,0.013706,0.053498432040214539,-0.091947,0.189180,0.2583
uni,0.90,8,6,7,803131,2472,4938,803440,0.120598,0.349514,-0.228916,0.281717,0.0774,0.0061,-0.010832,0.013033,0.04618304967880249,-0.067427,0.193322,0.1999
uni,0.90,8,7,0,780435,159,742394,0,0.267743,0.349724,-0.081981,0.141432,0.6969,0.9513,-0.090161,0.139931,1.4830451309680939,-9.000000,-9.000000,-9.0000
uni,0.90,8,7,1,779969,318,38365,780128,0.134502,0.349689,-0.215188,0.270859,0.0268,0.0492,0.002845,0.044682,0.6980634331703186,0.089935,0.137199,0.7131
uni,0.90,8,7,2,779503,477,14837,779662,0.123505,0.349665,-0.226159,0.277301,0.0597,0.0190,-0.007156,0.028479,0.55127756297588348,-0.033901,0.087214,0.7107
uni,0.90,8,7,3,779037,636,7305,779196,0.119531,0.349652,-0.230120,0.280488,0.0524,0.0094,-0.010720,0.019554,0.27322828769683838,-0.032317,0.130872,0.3170
uni,0.90,8,7,4,778571,795,4435,778730,0.118023,0.349638,-0.231614,0.281451,0.0622,0.0057,-0.010783,0.015712,0.14622882008552551,-0.097836,0.163765,0.3224
uni,0.90,8,7,5,778105,954,2850,778264,0.117417,0.349627,-0.232210,0.282044,0.0570,0.0037,-0.011101,0.014391,0.074601143598556519,-0.068686,0.177042,0.1552
uni,0.90,8,7,6,777639,1113,1922,777798,0.117159,0.349600,-0.232442,0.282137,0.0608,0.0025,-0.010895,0.013533,0.053396672010421753,-0.102955,0.188842,0.2175
uni,0.90,8,7,7,777173,1272,1355,777332,0.117042,0.349576,-0.232533,0.282319,0.0552,0.0017,-0.010881,0.013242,0.048412665724754333,-0.077364,0.190685,0.1588
uni,0.90,8,8,0,667706,212,632699,0,0.271112,0.349466,-0.078354,0.141002,0.6725,0.9476,-0.085948,0.139964,1.5555555522441864,-9.000000,-9.000000,-9.0000
uni,0.90,8,8,1,667235,424,33634,667447,0.127685,0.349408,-0.221723,0.274628,0.0639,0.0504,-0.006697,0.053509,1.217295229434967,0.087470,0.139397,0.7942
uni,0.90,8,8,2,666765,636,14526,666977,0.117996,0.349370,-0.231375,0.280067,0.0963,0.0218,-0.016098,0.041253,0.54224361479282379,-0.028613,0.089960,0.7689
uni,0.90,8,8,3,666295,848,8142,666507,0.114557,0.349354,-0.234797,0.282925,0.0871,0.0122,-0.019618,0.031937,0.34301662445068359,-0.029338,0.134301,0.4049
uni,0.90,8,8,4,665825,1060,5613,666037,0.113283,0.349321,-0.236038,0.283563,0.0994,0.0084,-0.019268,0.026523,0.20483216643333435,-0.091386,0.162442,0.4222
uni,0.90,8,8,5,665355,1272,4148,665567,0.112786,0.349300,-0.236514,0.284222,0.0887,0.0062,-0.018977,0.023800,0.11823654174804688,-0.068453,0.180044,0.2217
uni,0.90,8,8,6,664885,1484,3280,665097,0.112581,0.349280,-0.236699,0.284208,0.0950,0.0049,-0.018424,0.021902,0.063969969749450684,-0.099998,0.190543,0.2954
uni,0.90,8,8,7,664415,1696,2660,664627,0.112491,0.349260,-0.236769,0.284505,0.0855,0.0040,-0.018431,0.021187,0.058083802461624146,-0.077062,0.194436,0.2162
uni,0.95,12,1,0,531793,557,503624,0,0.283514,0.350515,-0.067002,0.128118,0.7455,0.9470,-0.073258,0.126313,1.5329242944717407,-9.000000,-9.000000,-9.0000
uni,0.95,12,1,1,531017,1114,33770,531574,0.116517,0.350433,-0.233916,0.289944,-0.0628,0.0636,-0.018890,0.062994,1.2420428395271301,0.076068,0.127535,0.8242
uni,0.95,12,1,2,530241,1671,18367,530798,0.107760,0.350343,-0.242583,0.295147,-0.0779,0.0346,-0.019827,0.051069,0.74289372563362122,-0.026425,0.088494,0.7610
uni,0.95,12,1,3,529465,2228,12478,530022,0.104741,0.350290,-0.245549,0.296993,-0.0699,0.0236,-0.019990,0.035272,0.46467375755310059,-0.038085,0.133796,0.3494
uni,0.95,12,1,4,528689,2785,9523,529246,0.103669,0.350254,-0.246585,0.297592,-0.0615,0.0180,-0.017868,0.026788,0.26600375771522522,-0.094569,0.163899,0.3399
uni,0.95,12,1,5,527913,3342,7559,528470,0.103264,0.350231,-0.246967,0.297832,-0.0575,0.0143,-0.016727,0.022593,0.16758367419242859,-0.086662,0.188370,0.1317
uni,0.95,12,1,6,527140,3897,6186,527695,0.103090,0.350231,-0.247142,0.297931,-0.0541,0.0117,-0.015753,0.020146,0.10150164365768433,-0.111339,0.201568,0.1758
uni,0.95,12,1,7,526367,4452,5138,526922,0.102999,0.350209,-0.247211,0.297966,-0.0520,0.0098,-0.015137,0.018733,0.061967521905899048,-0.097464,0.208049,0.1139
uni,0.95,12,1,8,525595,5006,4313,526149,0.102937,0.350197,-0.247260,0.297991,-0.0506,0.0082,-0.014905,0.018082,0.057303443551063538,-0.113245,0.213853,0.1607
uni,0.95,12,1,9,524823,5560,3643,525377,0.102888,0.350180,-0.247292,0.297968,-0.0483,0.0069,-0.014714,0.017629,0.05389346182346344,-0.103976,0.217746,0.1278
uni,0.95,12,1,10,524052,6113,3097,524605,0.102838,0.350169,-0.247331,0.297989,-0.0472,0.0059,-0.014710,0.017449,0.051400408148765564,-0.116922,0.223158,0.1634
uni,0.95,12,1,11,523281,6666,2602,523834,0.102790,0.350148,-0.247358,0.298022,-0.0473,0.0050,-0.014652,0.017271,0.049577713012695312,-0.110298,0.226912,0.1402
uni,0.95,12,2,0,644355,508,593706,0,0.264380,0.349941,-0.085561,0.149216,0.7017,0.9214,-0.095570,0.149533,1.4216172397136688,-9.000000,-9.000000,-9.0000
uni,0.95,12,2,1,643585,1016,47194,644093,0.130542,0.349885,-0.219344,0.283093,-0.0320,0.0733,-0.018614,0.059050,1.0457183718681335,0.099485,0.150865,0.8291
uni,0.95,12,2,2,642815,1524,23984,643323,0.121831,0.349822,-0.227990,0.287721,-0.0466,0.0373,-0.019595,0.052471,0.63442261517047882,-0.014730,0.098441,0.7321
uni,0.95,12,2,3,642046,2031,14718,642553,0.118820,0.349808,-0.230988,0.289571,-0.0436,0.0229,-0.021335,0.035906,0.4102122038602829,-0.009064,0.144001,0.3335
uni,0.95,12,2,4,641277,2538,10407,641784,0.117750,0.349787,-0.232037,0.290098,-0.0338,0.0162,-0.019834,0.027746,0.22317428886890411,-0.071437,0.165081,0.3169
uni,0.95,12,2,5,640508,3045,7636,641015,0.117352,0.349766,-0.232414,0.290421,-0.0345,0.0119,-0.019017,0.023933,0.11768485605716705,-0.051615,0.188641,0.1306
uni,0.95,12,2,6,639740,3552,5867,640247,0.117192,0.349750,-0.232558,0.290425,-0.0293,0.0092,-0.017966,0.021529,0.062234401702880859,-0.084530,0.199396,0.1653
uni,0.95,12,2,7,638973,4059,4562,639480,0.117113,0.349740,-0.232627,0.290499,-0.0291,0.0071,-0.017543,0.020420,0.056425482034683228,-0.063899,0.207360,0.1153
uni,0.95,12,2,8,638206,4566,3631,638713,0.117063,0.349731,-0.232667,0.290470,-0.0265,0.0057,-0.017194,0.019711,0.052178531885147095,-0.086211,0.212999,0.1556
uni,0.95,12,2,9,637440,5073,2930,637947,0.117023,0.349723,-0.232700,0.290511,-0.0266,0.0046,-0.017096,0.019390,0.049073517322540283,-0.070904,0.217872,0.1331
uni,0.95,12,2,10,636675,5580,2398,637182,0.116985,0.349707,-0.232722,0.290465,-0.0244,0.0038,-0.016978,0.019086,0.04680342972278595,-0.088691,0.223513,0.1595
uni,0.95,12,2,11,635910,6087,1979,636417,0.116948,0.349707,-0.232759,0.290536,-0.0254,0.0031,-0.017123,0.019115,0.045143738389015198,-0.077374,0.228037,0.1443
uni,0.95,12,3,0,787269,692,744522,0,0.279563,0.350124,-0.070561,0.129827,0.7580,0.9457,-0.078331,0.127582,1.3333333134651184,-9.000000,-9.000000,-9.0000
uni,0.95,12,3,1,786264,1384,44546,786956,0.123841,0.350051,-0.226209,0.285277,-0.0795,0.0567,-0.004323,0.047577,0.8053775429725647,0.079872,0.127036,0.7442
uni,0.95,12,3,2,785261,2075,20024,785952,0.113333,0.349983,-0.236650,0.291418,-0.0878,0.0255,-0.011819,0.036775,0.55307741463184357,-0.032182,0.083276,0.7086
uni,0.95,12,3,3,784260,2766,11451,784951,0.109620,0.349932,-0.240312,0.293855,-0.0805,0.0146,-0.014491,0.026155,0.303665891289711,-0.043140,0.129386,0.2605
uni,0.95,12,3,4,783259,3457,7654,783950,0.108244,0.349900,-0.241656,0.294729,-0.0721,0.0098,-0.014333,0.020787,0.16299788653850555,-0.102085,0.164729,0.2208
uni,0.95,12,3,5,782259,4147,5479,782949,0.107697,0.349892,-0.242195,0.295044,-0.0655,0.0070,-0.014088,0.018355,0.077218189835548401,-0.090318,0.186218,0.0411
uni,0.95,12,3,6,781259,4837,4162,781949,0.107457,0.349879,-0.242421,0.295201,-0.0636,0.0053,-0.013722,0.017083,0.061443880200386047,-0.116593,0.201003,0.0704
uni,0.95,12,3,7,780259,5527,3223,780949,0.107336,0.349866,-0.242530,0.295231,-0.0598,0.0041,-0.013683,0.016462,0.055708765983581543,-0.100687,0.205716,0.0364
uni,0.95,12,3,8,779260,6216,2534,779949,0.107263,0.349853,-0.242590,0.295251,-0.0577,0.0033,-0.013707,0.016168,0.051515758037567139,-0.116957,0.212038,0.0802
uni,0.95,12,3,9,778261,6905,2025,778950,0.107209,0.349836,-0.242627,0.295226,-0.0546,0.0026,-0.013857,0.016091,0.048450186848640442,-0.105719,0.214286,0.0623
